-2.10352,0.450136
-3.57401,-1.2689
-7.74141,-4.28582
-5.10709,-2.37836
-3.74739,-1.13105
-1.13258,-0.448484
-0.754162,-0.402028
-3.83635,-0.311928
-10.2349,-0.661181
-5.57427,-3.28984
-3.00667,-0.369342
-11.9107,-0.834339
-14.1695,-3.75035
-1.38958,0.0923352
-1.60812,-1.27928
-1.28086,-0.925689
-19.2072,-0.729074
-1.12388,0.0143121
-1.44169,-0.99719
-2.38106,0.481512
-5.54259,0.120639
-1.85484,-1.7363
-2.43815,-2.44649
-4.67356,-1.75718
-1.35472,-1.61856
-1.50429,-1.88122
-1.73335,-1.54699
-3.10879,-0.498379
-23.1319,-3.93829
-4.43279,-0.573689
-16.3686,-6.78902
-8.56962,-1.46896
-1.65693,-1.92586
-4.22591,-3.69374
-9.11326,-5.20728
-1.80491,0.0388582
-11.8971,-0.611146
-1.06102,-1.21574
-9.83956,-4.89551
-4.8914,-3.75868
-10.1916,-5.33526
-1.4981,-1.4186
-1.31662,-0.411496
-7.91328,-2.12525
-12.3483,-2.87486
-0.895497,-0.312314
-9.14351,-3.45127
-2.71455,0.597262
-4.52717,-2.54541
-10.9791,-5.05011
-5.28417,-2.27679
-1.02541,-1.36039
-7.43973,-3.17022
-2.61389,0.401657
-7.51258,-0.9814
-4.32162,-2.88911
-16.2656,-5.98644
-3.87597,-2.45524
-7.75249,-2.5684
-3.14371,-1.00399
-10.5096,-2.74596
-4.96714,-0.456807
-1.13849,-1.5322
-6.01107,-4.50965
-5.20733,-1.9713
-2.81158,-2.71639
-2.66666,-2.30282
-12.4411,-0.45208
-1.75291,0.0843327
-3.61659,-3.32089
-2.04711,-2.22109
-1.51214,-0.72732
-17.122,-5.77539
-2.12712,0.14611
-1.76169,0.250254
-0.97614,-0.593668
-10.1625,-3.3657
-6.81519,0.349255
-4.89078,-0.791096
-23.6739,-6.72481
-3.31742,-0.927116
-1.90071,-0.637355
-12.1408,-1.78386
-10.3107,-1.08851
-17.4119,-1.64816
-4.23176,0.382748
-5.0796,-3.48948
-4.63225,-2.95566
-5.75627,-1.19275
-3.02559,-2.68321
-7.79749,-0.499269
-4.24352,0.369581
-7.85927,-1.40288
-3.17955,0.236048
-7.137,-2.86795
-4.21258,-2.56273
-9.54738,0.151647
-19.8394,-7.54236
-2.94471,0.637958
-2.0085,0.340414
-18.3496,-6.68607
-3.9097,0.765925
-20.4039,-2.20958
-22.41,-6.54799
-5.15782,0.58319
-5.82165,-1.8975
-7.76562,-4.8765
-2.71401,-0.860699
-9.46086,-3.13008
-8.68372,-0.89878
-1.55868,0.224532
-14.8384,0.336775
-0.718125,-0.545515
-5.43987,-4.32594
-0.778038,-0.454397
-7.46736,-2.95259
-1.86143,-0.298096
-22.9832,-4.30927
-1.6145,-1.88995
-4.20131,-1.66611
-8.0204,-3.74422
-6.20182,0.949273
-6.51963,0.531235
-2.3914,-0.436418
-7.25908,0.781905
-11.3036,1.00279
-6.33666,-3.57965
-1.25028,-0.631306
-4.82924,-3.84398
-5.69434,-0.98598
-7.18529,-0.211132
-4.91044,0.666438
-2.22567,-0.533408
-5.69719,0.833966
-4.53089,-1.43872
-5.05954,-0.0247526
-3.62979,0.5409
-1.23731,0.105243
-4.63188,0.858711
-6.27183,-4.74456
-5.93161,-3.58481
-9.95971,0.462338
-5.95931,-0.0568713
-8.94993,0.283615
-8.72748,0.999644
-18.0024,-9.56171
-3.2063,-1.36908
-1.04382,-0.467635
-2.65178,-1.96885
-1.10848,-0.357821
-9.26212,-0.593215
-8.59271,0.0941613
-1.42557,-0.269509
-28.6206,-0.582747
-6.37677,-0.416014
-10.338,-4.87602
-3.36441,0.629972
-22.1306,-3.22868
-5.06757,-2.17398
