2.4455,1.85515
-0.244984,3.05225
-0.759649,-2.31665
0.913797,-1.96992
2.07381,-1.22608
1.69416,0.369918
1.34932,0.997376
0.731272,3.49283
0.433393,5.33156
-0.146435,-1.90653
2.66786,-0.358418
0.316314,5.68697
1.72337,-4.14095
2.17734,1.08213
0.986851,-0.352688
0.335747,1.85686
7.08492,0.955778
1.8913,1.25896
0.231853,1.95239
2.73421,1.60691
1.28936,4.10083
0.481329,-0.433305
-0.294263,-0.347179
1.59275,-1.75853
0.317718,0.0739123
-0.0663646,0.303465
0.686557,-0.407892
0.544031,3.1502
4.13039,-4.92268
0.414847,3.67149
-3.91086,3.68966
3.27529,-2.25208
0.0323402,0.00441343
-1.5066,0.115422
-1.52716,-2.23321
1.39484,2.43792
0.574039,5.71448
0.201101,1.31224
-0.921048,-2.82131
-1.88571,1.263
-3.06874,2.56277
-0.10435,1.62475
1.84393,0.268756
2.15468,-2.62036
2.45098,-3.60489
1.17834,1.61065
-1.99262,3.81868
2.68462,2.09766
0.491397,-1.72202
-2.95779,3.21537
-1.11721,3.16783
0.419447,0.427743
0.600237,-2.65149
2.95268,1.16887
-0.00189745,4.55458
-0.0514723,-1.48019
-0.632403,-4.33669
0.375267,-1.44445
-1.37227,3.91394
2.00402,-0.973085
-1.4828,4.66996
3.30819,-0.794503
0.0913984,0.744785
-2.25061,0.736638
1.48993,-1.96451
-0.517952,-0.390208
-0.888695,1.61632
5.67773,-0.270746
1.48639,2.37221
-1.37088,0.524792
-0.645579,0.99831
0.47105,2.16542
-3.36656,4.7136
2.67013,0.719652
2.44739,1.20531
0.766313,1.7151
1.13071,-3.34991
4.49017,0.749319
2.90278,-1.1851
0.150567,-5.72606
2.16441,-0.972991
0.50022,2.47151
4.00776,-2.72139
-0.0283455,5.26353
-0.242473,6.64745
1.7288,3.55853
-1.82919,1.8767
-0.0266684,-1.61231
2.70297,-1.68815
-0.32624,-0.704691
4.22462,-0.952063
3.6541,0.762263
3.13051,-2.12941
3.19384,0.60015
0.90883,-2.58879
0.354718,-1.57342
1.46897,5.18193
-4.28447,4.21975
2.81995,2.0913
1.9599,2.3074
-3.85595,4.42531
3.22571,2.21627
6.21762,-2.49255
0.085549,-5.52667
2.09524,3.78025
1.79231,-2.1031
-2.68963,1.72907
2.00739,-0.7398
1.24675,-3.18026
4.06334,-1.56848
1.88707,1.97169
2.19913,6.18194
1.02984,1.22151
-1.85306,-0.163393
1.0693,1.40618
0.896525,-2.67936
0.899178,2.52526
3.43579,-5.21668
0.0609376,0.0197626
-0.60925,3.10396
0.0228443,-2.70131
3.24553,3.44437
4.40739,1.20647
2.34545,-0.259477
4.46032,2.07613
4.54213,3.9452
-0.278942,-2.10666
0.631538,1.98919
-1.87611,0.986369
-0.0256146,3.99174
0.865305,4.60085
3.84864,1.56552
0.573987,2.69811
3.93196,2.18815
1.96122,-1.59837
3.7386,-0.110342
3.40442,1.30339
1.86953,1.57641
3.2811,2.63525
-2.19716,0.0327638
-1.96293,2.30307
5.26999,1.54799
1.04319,4.24507
5.06136,0.862369
3.44741,4.17472
-4.40297,-1.32945
-0.309727,2.8196
0.884976,1.82953
0.54538,-0.92629
1.00013,1.91141
4.60228,-1.03999
4.91858,0.33375
2.0316,0.36703
2.16261,8.38264
0.59624,4.34727
-2.85069,3.11233
2.38118,2.85333
5.07943,-4.12183
1.17303,-1.95278
0.0893787,1.82366
0.605732,5.02047
-2.06914,1.58441
1.93497,-0.978076
2.25159,-0.249427
3.27313,3.52323
-0.101971,-1.26243
1.18676,-2.3983
0.183682,3.05645
1.46512,-0.271186
2.39724,4.61958
-0.104494,1.97197
0.0192406,-0.376696
2.97661,-1.14479
2.0813,2.86161
-2.07237,3.79578
-1.65653,-1.84163
-0.0176229,2.71797
1.89802,11.0687
2.39603,-1.86868
3.05994,-3.6561
1.28392,-2.7636
3.49864,3.14113
2.75554,2.38286
-0.41147,3.04471
2.12988,0.306057
1.77041,1.44733
-0.276393,-0.205471
-0.378563,-1.77471
-2.25935,3.44054
5.79813,4.91542
0.76435,-0.997205
-1.53369,3.65425
0.395255,-3.71788
0.7418,-1.55009
3.76695,-2.78365
-0.0489525,0.942068
1.73454,-2.78249
2.7607,4.69408
0.892737,2.80613
7.07812,1.17434
2.97759,-4.555
0.131938,1.14365
-0.708466,0.213123
4.62547,7.02547
0.748332,-2.85387
2.71332,1.02818
1.09786,1.38054
2.07592,0.475504
-1.04989,1.67748
-0.430384,1.44096
1.03892,0.248646
0.544147,-1.002
1.25589,6.75362
0.211615,-3.66211
1.35913,3.21978
-4.91841,2.87969
0.579286,-1.79472
0.812433,-2.85519
-0.164359,0.686796
1.30599,-2.73915
4.05099,1.57559
1.66641,-1.82824
1.62986,-1.69344
2.92036,2.58194
0.30657,2.21553
2.47596,1.30778
-1.27227,-0.266851
